18,19,0,0,18,19,0,0,0,0,0,0,18,19,0,0,18,19,0,0,18,19,0,0,18,19,0,0,18,19,0,0,0,0,18,19,0,0,0,0,0,0,59,60,18,19,59,60,18,19,59,60,0,0,59,60,0,0,59,60,
20,21,0,0,20,21,0,0,0,0,0,0,20,21,0,0,20,21,0,0,20,21,0,0,20,21,0,0,20,21,0,0,0,0,20,21,0,0,0,0,0,0,61,62,20,21,61,62,20,21,61,62,0,0,61,62,0,0,61,62,
59,60,0,0,59,60,0,0,59,60,0,0,59,60,0,0,59,60,0,0,59,60,0,0,59,60,0,0,59,60,0,0,59,60,0,0,0,0,18,19,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0,18,19,
61,62,0,0,61,62,0,0,61,62,0,0,61,62,0,0,61,62,0,0,61,62,0,0,61,62,0,0,61,62,0,0,61,62,0,0,0,0,20,21,0,0,0,0,0,0,20,21,0,0,0,0,0,0,0,0,0,0,20,21,
18,19,0,0,0,0,0,0,18,19,0,0,18,19,0,0,18,19,0,0,18,19,0,0,18,19,0,0,18,19,0,0,18,19,0,0,18,19,59,60,0,0,59,60,0,0,59,60,0,0,59,60,18,19,59,60,18,19,59,60,
20,21,0,0,0,0,0,0,20,21,0,0,20,21,0,0,20,21,0,0,20,21,0,0,20,21,0,0,20,21,0,0,20,21,0,0,20,21,61,62,0,0,61,62,0,0,61,62,0,0,61,62,20,21,61,62,20,21,61,62,
59,60,0,0,59,60,18,19,59,60,0,0,59,60,0,0,59,60,0,0,59,60,0,0,0,0,0,0,59,60,0,0,0,0,0,0,59,60,0,0,0,0,18,19,0,0,0,0,0,0,18,19,0,0,0,0,0,0,18,19,
61,62,0,0,61,62,20,21,61,62,0,0,61,62,0,0,61,62,0,0,61,62,0,0,0,0,0,0,61,62,0,0,0,0,0,0,61,62,0,0,0,0,20,21,0,0,0,0,0,0,20,21,0,0,0,0,0,0,20,21,
18,19,0,0,0,0,0,0,18,19,0,0,18,19,0,0,0,0,0,0,18,19,0,0,18,19,0,0,18,19,59,60,18,19,59,60,18,19,0,0,18,19,59,60,18,19,59,60,18,19,59,60,0,0,59,60,0,0,59,60,
20,21,0,0,0,0,0,0,20,21,0,0,20,21,0,0,0,0,0,0,20,21,0,0,20,21,0,0,20,21,61,62,20,21,61,62,20,21,0,0,20,21,61,62,20,21,61,62,20,21,61,62,0,0,61,62,0,0,61,62,
59,60,18,19,59,60,0,0,59,60,0,0,59,60,18,19,59,60,18,19,59,60,0,0,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,18,19,
61,62,20,21,61,62,0,0,61,62,0,0,61,62,20,21,61,62,20,21,61,62,0,0,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,20,21,
18,19,0,0,0,0,0,0,18,19,0,0,0,0,0,0,18,19,0,0,0,0,0,0,18,19,0,0,18,19,59,60,18,19,59,60,0,0,18,19,59,60,0,0,0,0,0,0,18,19,59,60,18,19,59,60,0,0,59,60,
20,21,0,0,0,0,0,0,20,21,0,0,0,0,0,0,20,21,0,0,0,0,0,0,20,21,0,0,20,21,61,62,20,21,61,62,0,0,20,21,61,62,0,0,0,0,0,0,20,21,61,62,20,21,61,62,0,0,61,62,
59,60,0,0,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,0,0,59,60,0,0,0,0,0,0,0,0,0,0,0,0,18,19,59,60,0,0,0,0,0,0,59,60,0,0,0,0,18,19,
61,62,0,0,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,0,0,61,62,0,0,0,0,0,0,0,0,0,0,0,0,20,21,61,62,0,0,0,0,0,0,61,62,0,0,0,0,20,21,
18,19,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,18,19,59,60,18,19,59,60,18,19,0,0,18,19,59,60,18,19,0,0,18,19,59,60,18,19,59,60,
20,21,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,20,21,61,62,20,21,61,62,20,21,0,0,20,21,61,62,20,21,0,0,20,21,61,62,20,21,61,62,
59,60,0,0,0,0,0,0,59,60,0,0,59,60,18,19,59,60,0,0,59,60,0,0,59,60,18,19,59,60,18,19,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,60,0,0,0,0,0,0,0,0,18,19,
61,62,0,0,0,0,0,0,61,62,0,0,61,62,20,21,61,62,0,0,61,62,0,0,61,62,20,21,61,62,20,21,61,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,62,0,0,0,0,0,0,0,0,20,21,
18,19,59,60,18,19,59,60,18,19,0,0,0,0,0,0,18,19,0,0,18,19,0,0,18,19,0,0,18,19,0,0,0,0,0,0,18,19,59,60,18,19,59,60,18,19,0,0,18,19,59,60,18,19,59,60,0,0,59,60,
20,21,61,62,20,21,61,62,20,21,0,0,0,0,0,0,20,21,0,0,20,21,0,0,20,21,0,0,20,21,0,0,0,0,0,0,20,21,61,62,20,21,61,62,20,21,0,0,20,21,61,62,20,21,61,62,0,0,61,62,
59,60,0,0,0,0,0,0,0,0,0,0,59,60,0,0,59,60,0,0,59,60,0,0,0,0,0,0,0,0,18,19,0,0,18,19,0,0,0,0,0,0,0,0,59,60,0,0,0,0,0,0,0,0,18,19,0,0,18,19,
61,62,0,0,0,0,0,0,0,0,0,0,61,62,0,0,61,62,0,0,61,62,0,0,0,0,0,0,0,0,20,21,0,0,20,21,0,0,0,0,0,0,0,0,61,62,0,0,0,0,0,0,0,0,20,21,0,0,20,21,
18,19,0,0,18,19,59,60,18,19,59,60,18,19,0,0,18,19,0,0,18,19,59,60,18,19,59,60,0,0,59,60,0,0,59,60,0,0,59,60,18,19,0,0,18,19,59,60,18,19,59,60,18,19,59,60,0,0,59,60,
20,21,0,0,20,21,61,62,20,21,61,62,20,21,0,0,20,21,0,0,20,21,61,62,20,21,61,62,0,0,61,62,0,0,61,62,0,0,61,62,20,21,0,0,20,21,61,62,20,21,61,62,20,21,61,62,0,0,61,62,
59,60,0,0,59,60,0,0,0,0,0,0,59,60,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,18,19,0,0,18,19,0,0,18,19,0,0,0,0,0,0,18,19,0,0,0,0,0,0,18,19,0,0,18,19,
61,62,0,0,61,62,0,0,0,0,0,0,61,62,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,20,21,0,0,20,21,0,0,20,21,0,0,0,0,0,0,20,21,0,0,0,0,0,0,20,21,0,0,20,21,
18,19,0,0,18,19,0,0,18,19,0,0,18,19,0,0,18,19,59,60,18,19,59,60,0,0,59,60,0,0,59,60,0,0,59,60,0,0,59,60,0,0,18,19,59,60,0,0,0,0,59,60,0,0,0,0,0,0,59,60,
20,21,0,0,20,21,0,0,20,21,0,0,20,21,0,0,20,21,61,62,20,21,61,62,0,0,61,62,0,0,61,62,0,0,61,62,0,0,61,62,0,0,20,21,61,62,0,0,0,0,61,62,0,0,0,0,0,0,61,62,
59,60,0,0,0,0,0,0,59,60,0,0,59,60,0,0,59,60,0,0,0,0,18,19,0,0,18,19,0,0,0,0,0,0,18,19,0,0,18,19,0,0,0,0,0,0,0,0,59,60,18,19,59,60,18,19,59,60,18,19,
61,62,0,0,0,0,0,0,61,62,0,0,61,62,0,0,61,62,0,0,0,0,20,21,0,0,20,21,0,0,0,0,0,0,20,21,0,0,20,21,0,0,0,0,0,0,0,0,61,62,20,21,61,62,20,21,61,62,20,21,
18,19,0,0,18,19,59,60,18,19,0,0,18,19,59,60,18,19,59,60,0,0,59,60,0,0,59,60,0,0,59,60,0,0,59,60,0,0,59,60,18,19,59,60,18,19,59,60,18,19,0,0,0,0,0,0,0,0,0,0,
20,21,0,0,20,21,61,62,20,21,0,0,20,21,61,62,20,21,61,62,0,0,61,62,0,0,61,62,0,0,61,62,0,0,61,62,0,0,61,62,20,21,61,62,20,21,61,62,20,21,0,0,0,0,0,0,0,0,0,0,
59,60,0,0,0,0,0,0,59,60,0,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0,0,0,0,18,19,0,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,62,0,0,0,0,0,0,61,62,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,0,0,20,21,*,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,18,19,59,60,
20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,20,21,61,62,
